variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes	sensi_1	sensi_0	speci_1	speci_0	mutation_in_interest	mutation_not_in_interest	mutation_in_compared	mutation_not_in_compared
group_1347	0.05	0.402	0.0688	0.345	0.188	0.16699999999999998	bad-chisq	0.06666666666666667	0.9333333333333333	0.03333333333333333	0.9666666666666667	4	56	2	58
group_117	0.0417	0.648	0.314	-0.141	0.139	0.0928	bad-chisq	0.03333333333333333	0.9666666666666667	0.05	0.95	2	58	3	57
group_118	0.0417	0.0224	0.535	-0.154	0.247	0.0572	bad-chisq	0.0	1.0	0.08333333333333333	0.9166666666666666	0	60	5	55
group_1413	0.0417	0.648	0.244	-0.175	0.15	0.107	bad-chisq	0.03333333333333333	0.9666666666666667	0.05	0.95	2	58	3	57
group_1150	0.0333	0.0419	0.322	0.166	0.16699999999999998	0.0912	bad-chisq	0.06666666666666667	0.9333333333333333	0.0	1.0	4	56	0	60
virB4	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_1375	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_1376	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_1377	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
ptlE	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_1379	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_1401	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
relE_2	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_1407	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_1409	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_1410	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_1411	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
rfaH_2	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_426	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_427	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_429	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
tetA_3	0.0333	0.0419	0.0444	0.528	0.26	0.184	bad-chisq	0.06666666666666667	0.9333333333333333	0.0	1.0	4	56	0	60
virB9	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_799	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_800	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
topB_2	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
stpA_2	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
bin3	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_805	0.0333	0.309	0.262	0.32	0.284	0.10300000000000001	bad-chisq	0.05	0.95	0.016666666666666666	0.9833333333333333	3	57	1	59
group_815	0.0333	0.309	0.39299999999999996	0.177	0.207	0.0786	bad-chisq	0.016666666666666666	0.9833333333333333	0.05	0.95	1	59	3	57
group_1390	0.025	0.0794	0.0677	0.574	0.311	0.16699999999999998	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
group_1391	0.025	0.0794	0.0677	0.574	0.311	0.16699999999999998	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
bla	0.025	0.0794	0.0677	0.574	0.311	0.16699999999999998	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
tnpR	0.025	0.0794	0.0677	0.574	0.311	0.16699999999999998	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
group_1441	0.025	0.0794	0.0407	0.532	0.257	0.187	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
group_1443	0.025	0.0794	0.0407	0.532	0.257	0.187	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
group_1444	0.025	0.0794	0.0407	0.532	0.257	0.187	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
group_1445	0.025	0.0794	0.0407	0.532	0.257	0.187	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
group_1446	0.025	0.0794	0.0407	0.532	0.257	0.187	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
group_1531	0.025	0.5589999999999999	0.0896	-0.499	0.292	0.156	bad-chisq	0.016666666666666666	0.9833333333333333	0.03333333333333333	0.9666666666666667	1	59	2	58
group_191	0.025	0.5589999999999999	0.693	-0.105	0.265	0.0364	bad-chisq	0.016666666666666666	0.9833333333333333	0.03333333333333333	0.9666666666666667	1	59	2	58
group_2289	0.025	0.0794	0.716	-0.0971	0.266	0.0336	bad-chisq	0.0	1.0	0.05	0.95	0	60	3	57
esiB_3	0.025	0.5589999999999999	0.653	0.11800000000000001	0.262	0.0414	bad-chisq	0.016666666666666666	0.9833333333333333	0.03333333333333333	0.9666666666666667	1	59	2	58
group_2635	0.025	0.0794	0.995	-0.0017	0.28300000000000003	0.000552	bad-chisq	0.0	1.0	0.05	0.95	0	60	3	57
group_2636	0.025	0.0794	0.9179999999999999	-0.0199	0.193	0.0095	bad-chisq	0.0	1.0	0.05	0.95	0	60	3	57
group_424	0.025	0.0794	0.28300000000000003	0.28300000000000003	0.263	0.0988	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
group_428	0.025	0.0794	0.0677	0.574	0.311	0.16699999999999998	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
group_432	0.025	0.5589999999999999	0.475	0.14300000000000002	0.19899999999999998	0.0658	bad-chisq	0.03333333333333333	0.9666666666666667	0.016666666666666666	0.9833333333333333	2	58	1	59
group_433	0.025	0.0794	0.0407	0.532	0.257	0.187	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
skp_2	0.025	0.5589999999999999	0.309	-0.21899999999999997	0.214	0.0936	bad-chisq	0.016666666666666666	0.9833333333333333	0.03333333333333333	0.9666666666666667	1	59	2	58
group_797	0.025	0.5589999999999999	0.325	0.24100000000000002	0.244	0.0906	bad-chisq	0.03333333333333333	0.9666666666666667	0.016666666666666666	0.9833333333333333	2	58	1	59
tetR	0.025	0.0794	0.0677	0.574	0.311	0.16699999999999998	bad-chisq	0.05	0.95	0.0	1.0	3	57	0	60
lpp_2	0.025	0.0794	0.599	-0.159	0.301	0.0484	bad-chisq	0.0	1.0	0.05	0.95	0	60	3	57
group_841	0.025	0.0794	0.9940000000000001	-0.0014	0.2	0.000642	bad-chisq	0.0	1.0	0.05	0.95	0	60	3	57
group_844	0.025	0.0794	0.9940000000000001	-0.0014	0.2	0.000642	bad-chisq	0.0	1.0	0.05	0.95	0	60	3	57
group_1143	0.0167	0.154	0.247	0.34299999999999997	0.295	0.106	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1144	0.0167	0.154	0.247	0.34299999999999997	0.295	0.106	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1145	0.0167	0.154	0.247	0.34299999999999997	0.295	0.106	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1204	0.0167	0.154	0.47600000000000003	0.21899999999999997	0.306	0.0657	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
rraB_2	0.0167	0.154	0.47600000000000003	0.21899999999999997	0.306	0.0657	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1256	0.0167	0.154	0.47600000000000003	0.21899999999999997	0.306	0.0657	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1288	0.0167	0.154	0.23199999999999998	0.40399999999999997	0.336	0.11	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1359	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1360	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1361	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1362	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1363	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1364	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1365	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1380	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1381	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1382	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1383	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1384	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1385	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1386	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1387	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1388	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1389	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1394	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1395	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1396	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1397	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1398	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1399	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
pir	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
dnaJ_2	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1404	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1405	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1406	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1408	0.0167	0.154	0.106	0.644	0.396	0.14800000000000002	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1442	0.0167	0.154	0.184	0.332	0.248	0.122	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1447	0.0167	0.154	0.47200000000000003	0.158	0.21899999999999997	0.0663	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1643	0.0167	0.154	0.102	0.612	0.371	0.15	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_1732	0.0167	0.154	0.43200000000000005	0.17	0.215	0.0723	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_2531	0.0167	0.154	0.996	-0.00116	0.237	0.00045	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_2537	0.0167	0.154	0.996	-0.00116	0.237	0.00045	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_2558	0.0167	0.154	0.995	-0.00148	0.242	0.0005639999999999999	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_2584	0.0167	0.154	0.996	-0.00116	0.237	0.00045	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_2606	0.0167	0.154	0.996	-0.00116	0.237	0.00045	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_2621	0.0167	0.154	0.996	-0.00116	0.237	0.00045	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_2623	0.0167	0.154	0.996	-0.00116	0.237	0.00045	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_2634	0.0167	0.154	0.996	-0.00107	0.22699999999999998	0.00043200000000000004	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_2665	0.0167	0.154	0.995	-0.00151	0.231	0.000599	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_2666	0.0167	0.154	0.996	-0.00116	0.25	0.00042800000000000005	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_724	0.0167	0.154	0.35200000000000004	0.272	0.29100000000000004	0.0856	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_78	0.0167	0.154	0.47600000000000003	0.21899999999999997	0.306	0.0657	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_788	0.0167	0.154	0.47600000000000003	0.21899999999999997	0.306	0.0657	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
macB_2	0.0167	0.154	0.47600000000000003	0.21899999999999997	0.306	0.0657	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_790	0.0167	0.154	0.47600000000000003	0.21899999999999997	0.306	0.0657	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_792	0.0167	0.154	0.47600000000000003	0.21899999999999997	0.306	0.0657	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_808	0.0167	0.154	0.563	0.17	0.293	0.0534	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_812	0.0167	0.154	0.478	-0.16	0.225	0.0654	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_814	0.0167	0.154	0.39	-0.19899999999999998	0.231	0.0792	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_816	0.0167	0.154	0.21899999999999997	-0.262	0.21100000000000002	0.113	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_817	0.0167	0.154	0.127	0.47	0.306	0.14	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
group_821	0.0167	0.154	0.0714	-0.667	0.366	0.165	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_837	0.0167	0.154	0.574	-0.13	0.23	0.0518	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_842	0.0167	0.154	0.996	-0.00116	0.237	0.00045	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_843	0.0167	0.154	0.996	-0.00116	0.237	0.00045	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
group_845	0.0167	0.154	0.996	-0.00107	0.235	0.000421	bad-chisq	0.0	1.0	0.03333333333333333	0.9666666666666667	0	60	2	58
gltR_3	0.0167	0.154	0.47600000000000003	0.21899999999999997	0.306	0.0657	bad-chisq	0.03333333333333333	0.9666666666666667	0.0	1.0	2	58	0	60
